Price,Close,High,Low,Open,Volume
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS
Date,,,,,
2016-01-21,36.35736083984375,37.84873024652043,36.091206020634594,37.275126951737576,5559492
2016-01-22,37.29804992675781,37.66515953747507,36.348161896344685,36.68314910103388,6861654
2016-01-25,36.29768753051758,37.57797516018161,35.85716184171199,37.35312249998187,5955018
2016-01-27,36.435367584228516,37.07780762153742,36.146269987560125,36.48125735866662,7215012
2016-01-28,36.5776252746582,37.385256750919815,36.15545026546099,36.371127587826194,17061528
2016-01-29,36.921783447265625,37.35313383659584,36.6005634632601,36.61891853081422,11570988
2016-02-01,37.05485534667969,37.270532634438894,36.16003218065109,37.16957766580314,8993088
2016-02-02,36.582210540771484,37.22464634524727,36.458312777214815,36.98602625184618,4272786
2016-02-03,36.375701904296875,36.92177448418065,35.97647403040385,36.43535480906507,6981000
2016-02-04,35.74244689941406,36.80246980193535,35.356986317336464,36.80246980193535,5380038
2016-02-05,36.210506439208984,36.61432627777831,35.173430546673444,35.792923452583544,5104350
2016-02-08,35.82505416870117,36.669399970850996,35.61396876846524,36.527147131666446,4257912
2016-02-09,35.646087646484375,36.10956051285621,35.3340472574589,35.3340472574589,3087768
2016-02-10,35.24685287475586,35.79292555156918,34.66865988212028,35.43499545581242,4217118
2016-02-11,34.159297943115234,35.60478141172171,33.63158245636453,35.60478141172171,7023294
2016-02-12,33.45721435546875,34.682435274592976,31.653802410236686,34.14095228910724,12657864
2016-02-15,35.6644401550293,36.802475411376356,34.140948459058535,34.14553617589544,9069990
2016-02-16,34.650306701660156,36.24263295166869,34.1547135812574,36.228865600850774,6219060
2016-02-17,35.1046028137207,35.34781061292298,34.462164937843816,34.96693770464729,7399488
2016-02-18,35.90764617919922,35.99483379059455,35.22849615232488,35.33403882921369,5902326
2016-02-19,34.25566482543945,35.78374616655649,34.07211205999727,35.655260701168864,7042140
2016-02-22,34.72831726074219,34.87515990218573,34.14094669496801,34.50805224827545,4963914
2016-02-23,33.77838897705078,34.99373999982962,33.53159190889947,34.68175266094933,5217672
2016-02-24,34.53739547729492,34.6631206139477,33.810976945037154,33.99258157810159,7315428
2016-02-25,33.908775329589844,34.92389600504709,33.3825870666178,34.5839699418256,15599874
2016-02-26,33.927398681640625,34.52343256214335,33.727168216849044,34.132284528718955,7360698
2016-02-29,34.2393798828125,35.38022544426558,33.2475406331395,33.97395706099195,11748078
2016-03-01,35.94832229614258,36.23702415383225,34.55136469013725,34.72831394672609,12318408
2016-03-02,36.23702621459961,37.019322177397484,35.864506154625865,36.31152937396035,10225992
2016-03-03,36.739925384521484,36.97274985310078,35.966944567775954,36.32083878317713,10005870
2016-03-04,36.22771453857422,37.14504638881046,35.99488577668255,36.562983010421114,9488058
2016-03-08,37.075199127197266,37.578103973529046,35.855190722211454,36.0414528816747,7930242
2016-03-09,36.297576904296875,37.3965159715801,35.9902448613895,37.15903173268153,12793050
2016-03-10,35.95763397216797,36.75855569959942,35.85518999968605,36.339469046629695,3799872
2016-03-11,35.93900680541992,36.54901097223986,35.808626285639264,35.808626285639264,5107122
2016-03-14,35.87381362915039,36.413970011335806,35.54785807365981,36.04144998551366,3149658
2016-03-15,36.52573013305664,36.716647664698435,35.92038134209854,35.92038134209854,5448324
2016-03-16,36.190467834472656,36.73993941757756,36.01352065918596,36.60024383043848,3675288
2016-03-17,37.11711120605469,37.717800395981925,36.637487519921244,36.637487519921244,11327658
2016-03-18,36.41863250732422,37.49894109311355,36.25565151944029,37.177643025290905,9659490
2016-03-21,36.74458312988281,37.140388588789044,36.55366560388518,36.66542459600335,8371278
2016-03-22,36.67007827758789,37.34527479073964,36.54435314755576,36.79114802658868,4465524
2016-03-23,36.60954666137695,37.033292976850895,36.40931835268691,36.87962701166826,6427128
2016-03-28,36.50710678100586,36.930848831374206,36.39534777812439,36.51176216270132,4848942
2016-03-29,36.71664810180664,36.93550218753209,36.41397157113937,36.63282992003463,5471814
2016-03-30,37.25214767456055,37.592075808748795,36.69336543812629,36.76321321768057,6913908
2016-03-31,36.65610885620117,38.05306425669031,36.460535952766605,37.56878524767553,15690576
2016-04-01,36.60489273071289,36.954131636713,36.46985255021412,36.847032273962334,3236568
2016-04-04,37.396507263183594,37.60139098090631,36.6933697402397,36.96810550887664,6396438
2016-04-05,37.4523811340332,38.36971305348373,37.159019600343804,37.99719297478765,7043676
2016-04-06,38.24864959716797,38.71895835247093,36.91688615250676,37.91338104466758,12640014
2016-04-07,38.290550231933594,38.71894763511227,37.92268557622461,38.36970876809932,9558354
2016-04-08,38.43024826049805,38.52803259167455,37.92734340688872,38.27658229645491,4974288
2016-04-11,38.74223709106445,38.88193265237457,37.78764933438853,38.36971275212398,6285060
2016-04-12,38.64445114135742,39.11475984754523,38.38368579149576,38.83536870577705,4358376
2016-04-13,38.779483795166016,39.063530263927696,38.5839108865624,38.835361160028526,8900106
